payment_id,order_id,amount,currency,status,method,error_code,error_description,created_at,customer_email,customer_contact,notes
pay_RZP_6455706,order_ORD_499407,806516,INR,failed,card,GATEWAY_TIMEOUT,"Bank network unresponsive during 3DS verification",2026-08-23 09:01:54,meera.singhania68@fintech.org,+919600288277,"{""customer"": ""Meera Singhania"", ""campaign"": ""FestiveSale""}"
pay_RZP_4607488,order_ORD_550961,318747,INR,failed,card,AUTHENTICATION_FAILED,"Incorrect OTP entered by customer",2026-08-23 16:30:32,manish.gupta62@yahoo.in,+918947762953,"{""customer"": ""Manish Gupta"", ""campaign"": ""FestiveSale""}"
pay_RZP_6243275,order_ORD_797416,572855,INR,failed,card,GATEWAY_TIMEOUT,"Bank network unresponsive during 3DS verification",2026-08-26 23:17:46,rahul.joshi29@enterprise.co,+919036965074,"{""customer"": ""Rahul Joshi"", ""campaign"": ""FestiveSale""}"
pay_RZP_2620082,order_ORD_880758,550764,INR,failed,card,GATEWAY_TIMEOUT,"Bank network unresponsive during 3DS verification",2026-08-18 03:57:11,deepika.iyer81@gmail.com,+919518848328,"{""customer"": ""Deepika Iyer"", ""campaign"": ""FestiveSale""}"
pay_RZP_6932391,order_ORD_797660,312246,INR,failed,upi,INSUFFICIENT_FUNDS,"Account balance insufficient to complete debit",2026-08-24 03:41:45,kavita.verma46@fintech.org,+918341957809,"{""customer"": ""Kavita Verma"", ""campaign"": ""FestiveSale""}"
pay_RZP_9089795,order_ORD_335137,493104,INR,failed,upi,UPI_COLLECT_DECLINED,"Customer declined UPI collect request on VPA",2026-08-20 02:03:07,priya.joshi81@yahoo.in,+917493428666,"{""customer"": ""Priya Joshi"", ""campaign"": ""FestiveSale""}"
pay_RZP_1440466,order_ORD_738577,100105,INR,failed,upi,ISSUER_BUSY,"Issuer switch overloaded during peak UPI traffic",2026-08-18 12:17:23,rahul.sharma33@yahoo.in,+918327079104,"{""customer"": ""Rahul Sharma"", ""campaign"": ""FestiveSale""}"
pay_RZP_7724045,order_ORD_172965,177527,INR,failed,card,AUTHENTICATION_FAILED,"Incorrect OTP entered by customer",2026-08-25 12:07:53,vikram.sharma21@enterprise.co,+919278405793,"{""customer"": ""Vikram Sharma"", ""campaign"": ""FestiveSale""}"
pay_RZP_7208460,order_ORD_426775,135444,INR,captured,card,,,2026-08-20 03:59:35,amit.patel16@outlook.com,+917676070354,"{""product"": ""Ecommerce Order #8259""}"
pay_RZP_8113787,order_ORD_609253,500697,INR,captured,upi,,,2026-08-20 03:52:21,meera.agarwal63@yahoo.in,+917925861658,"{""product"": ""Ecommerce Order #5640""}"
pay_RZP_9164342,order_ORD_652530,271394,INR,captured,upi,,,2026-08-27 02:13:51,pooja.verma38@corporate.in,+919574081104,"{""product"": ""Ecommerce Order #5186""}"
pay_RZP_5856117,order_ORD_444061,674563,INR,failed,upi,INSUFFICIENT_FUNDS,"Account balance insufficient to complete debit",2026-08-25 21:30:07,priya.sharma73@enterprise.co,+918849649210,"{""customer"": ""Priya Sharma"", ""campaign"": ""FestiveSale""}"
pay_RZP_6941939,order_ORD_175576,650137,INR,failed,netbanking,BANK_UNAVAILABLE,"Netbanking portal undergoing maintenance window",2026-08-18 12:22:44,suresh.verma65@gmail.com,+918974629461,"{""customer"": ""Suresh Verma"", ""campaign"": ""FestiveSale""}"
pay_RZP_7785090,order_ORD_843963,698051,INR,captured,card,,,2026-08-18 01:40:41,kavita.singhania24@corporate.in,+917089578218,"{""product"": ""Ecommerce Order #6928""}"
pay_RZP_2478574,order_ORD_557925,258002,INR,failed,card,CARD_EXPIRED,"Card validity expired or month/year invalid",2026-08-22 10:45:13,priya.gupta65@fintech.org,+918719918855,"{""customer"": ""Priya Gupta"", ""campaign"": ""FestiveSale""}"
pay_RZP_4717362,order_ORD_449247,416246,INR,captured,card,,,2026-08-22 09:10:31,sneha.patel75@enterprise.co,+917489740688,"{""product"": ""Ecommerce Order #3419""}"
pay_RZP_4963933,order_ORD_207798,305751,INR,failed,card,GATEWAY_TIMEOUT,"Bank network unresponsive during 3DS verification",2026-08-26 02:55:31,vikram.deshmukh35@outlook.com,+919587283948,"{""customer"": ""Vikram Deshmukh"", ""campaign"": ""FestiveSale""}"
pay_RZP_9289908,order_ORD_586490,174145,INR,failed,card,AUTHENTICATION_FAILED,"Incorrect OTP entered by customer",2026-08-21 08:18:01,siddharth.agarwal97@fintech.org,+919761628889,"{""customer"": ""Siddharth Agarwal"", ""campaign"": ""FestiveSale""}"
pay_RZP_8377995,order_ORD_171603,445486,INR,failed,card,GATEWAY_TIMEOUT,"Bank network unresponsive during 3DS verification",2026-08-21 18:43:33,neha.agarwal90@yahoo.in,+918179714407,"{""customer"": ""Neha Agarwal"", ""campaign"": ""FestiveSale""}"
pay_RZP_8746753,order_ORD_573866,764883,INR,failed,card,GATEWAY_TIMEOUT,"Bank network unresponsive during 3DS verification",2026-08-21 06:04:28,aditi.verma57@yahoo.in,+917329557138,"{""customer"": ""Aditi Verma"", ""campaign"": ""FestiveSale""}"
pay_RZP_9507186,order_ORD_503159,278189,INR,failed,card,3DS_TIMEOUT,"Customer failed to complete 3DS challenge within 180s",2026-08-25 18:31:17,manish.verma67@fintech.org,+919799620568,"{""customer"": ""Manish Verma"", ""campaign"": ""FestiveSale""}"
pay_RZP_2038068,order_ORD_572407,508922,INR,captured,card,,,2026-08-25 22:14:49,priya.chopra20@fintech.org,+919775094726,"{""product"": ""Ecommerce Order #9586""}"
pay_RZP_9770256,order_ORD_739427,254909,INR,failed,netbanking,BANK_UNAVAILABLE,"Netbanking portal undergoing maintenance window",2026-08-23 14:07:24,sneha.joshi57@yahoo.in,+918663941470,"{""customer"": ""Sneha Joshi"", ""campaign"": ""FestiveSale""}"
